# dari http://www.geocities.com/CapeCanaveral/1999/, last mod 1995-11-29
# "You can download English-Indonesian dictionary (323k) that I made. Use WINZIP.EXE to unpack the file. I use dbf file (dBase III+). It has over that 17,000 words. This dictionary is designed to help us (Indonesian) reading English literatures, so I omit simple words that everybody usually knows. You may modify it to meet your needs. It's for free. It's for end user only, not commercial. You can distribute this file to everybody who needs it."
"ENGLISH,C,20"	"INDONESIA,C,50"
"distinctive"	"bersifat membedakan,istimewa"
"distinction"	"perbedaan,pembedaan,sifat khusus,keistimewaan,tan-"
"distinction"	"da/gelar jasa/kehormatan"
"distemper"	"mengapur dinding"
"distaste"	"keengganan"
"distant"	"jarak,lama,tdk ramah,dingin,menjauh"
"distaff"	"bilah kayu penggulung benang"
"distaff side"	"keluarga pd pihak ibu"
"dissuade"	"menasehati/menghalangi org berbuat sesuatu"
"dissonant"	"tdk selaras/cocok,sumbang"
"dissonance"	"bunyi yg sumbang/tdk sesuai"
"dissolve"	"larut,luluh,menghilang,lenyap,mengakhiri,membubar-"
"dissolve"	"kan,memutuskan"
"dissipate"	"menghilangkan,mengusir,menyia2kan,membuang2,membo-"
"dissipate"	"roskan"
"dissipated"	"suka foya2,keji,cabul"
"dissipation"	"penghamburan uang,perbuatan hina/keji/cabul"
"dissent"	"berselisih,beda pendpt,tdk setuju,menolak,beda pa-"
"dissent"	"ha"
"dissenter"	"org Protentan yg tdk mau menerima ajaran Grj resmi"
"disquisition"	"pidato/tulisan terperinci & panjang lebar"
"disquiet"	"menggelisahkan,membimbangkan,mencemaskan"
"disquietude"	"kead bimbang/cemas"
"dispute"	"mpdebatkan,mptengkarkan,menyangsikan,menentang,"
"dispute"	"mencegah"
"dispute"	"beyond ~:tdk kdpt dibantah/diragukan lagi"
"disputable"	"dpt dibantah/disangsikan"
"disputant"	"org yg berbantah/berdebat,pembantah"
"disproportion"	"kead tdk seimbang/setimpal"
"disproportionate"	"tdk seimbang/setimpal"
"dispossess"	"merampas,memaksa menyerahkan,mengusir"
"dispose of"	"menyelesaikan,membuang,mengurus"
"dispose"	"mengatur,menyusun,merapikan"
"dispose"	"feel ~d:bersedia"
"dispose"	"well ~ toward:ramah & suka menolong"
"disposal"	"pembuangan,pengurusan"
"disposition"	"susunan,penempatan,penyusunan,pembawaan,sifat2"
"crystal"	"butir yg bentuuknya jelas & tetap"
"crystal-gazing"	"hal melihat bola kaca utk melihat kejadian"
"crystalline"	"ttg/spt kristal"
"crystallize"	"mjd kristal,menggulai buah,mjd jelas & pasti"
"cry down"	"mengatakan bhw gunanya sedikit sekali"
"cry"	"in full ~:(anjing pemburu) menggonggong bersama"
"crying"	"yg mendesak/memerlukan perhatian"
"crier"	"pencanang"
"crust"	"kulit roti/kue,kerak,permukaan keras"
"crusty"	"kulit berkerak/keras,lekas marah"
"crush"	"menghancurkan,meremukkan,melumatkan,lumat"
"crushing"	"menekan,menghancurkan"
"crusade"	"perang salib,perjuangan melawan yg dianggap buruk"
"crusader"	"org yg ikut dlm perang salib"
"crumb"	"remah,potongan,sisa (roti),jml yg sangat kecil"
"cruise"	"pelayaran pesiar"
"cruiser"	"kapal penjelajah/perang"
"crucifix"	"salib(dgn patung Kristus)"
"crucifixion"	"penyaliban"
"crucify"	"menyalib"
"crude"	"baku,mentah,kasar,tdk tahu adat"
"crudity"	"kekasaran,kementahan"
"crown"	"mahkota,lambang kekuasaan raja,kerajaan,ubun2,pu-"
"crown"	"sar2,bag atas topi,bag gigi yg kelihatan,menobat-"
"half-crown"	"mata uang Inggris lama"
"crown"	"kan,memahkotai,puncaknya diliputi sesuatu"
"crow"	"berkokok,teriak2 kecil/bersorak krn gembira"
"croak"	"bunyi burung gagak/katak,kuak,bunyi parau,meramal-"
"croak"	"kan kead suram di masa dpn"
"cripple"	"org yg pincang/lumpuh,melumpuhkan,melemahkan,meru-"
"cripple"	"sak"
"crisis"	"kemelut,kead genting,keraguan akan masa dpn"
"cross"	"penderitaan,lekas marah,suka merengus,berlawanan,"
"cross out"	"membatalkan dgn mencoret tulisan"
"cross oneself"	"membuat tanda salib"
"cross-bow"	"busur silang"
"cross-examine"	"menanyai dgn seksama diband dgn jwban org lain"
"cross-eyed"	"juling"
"cross-heading"	"induk karangan"
"crossing"	"persimpangan,persilangan"
"cross-reference"	"referensi ke bag buku yg lain"
"cross-roads"	"persimpangan jln,wkt utk mengambil keputusan/ber-"
"cross-roads"	"tindak"
"cross-section"	"penampang bujur,pilihan khusus"
"crosswise"	"bersilang,scr diagonal"
"crossword"	"TTS"
"crossly"	"dgn marah/geram"
"crop"	"panen,jml sesuatu yg muncul/dihasilkan bersama,"
"crop"	"tembolok,pegangan cemeti,potongan rambut yg sangat"
"crop"	"pendek,(hewan) makan pucuk (daun2an dll),memotong-"
"crop"	"pendek2"
"crop up"	"muncul dgn tiba2,menyembul ke permukaan bumi"
"crop out"	"menyembul ke permukaan bumi"
"crook"	"tongkat penggembala kambing (ujung melengkung),"
"crook"	"lengkung,tikungan,penipu,penjahat,bengkok,curang"
"crisp"	"renyah,dingin & bersalju,berkerut,tangkas & tera-"
"crisp"	"tur"
"criticism"	"pekerjaan kritikus,kritik"
"crib"	"tempat tidur bayi,tempat makanan ternak,mengurung-"
"crib"	"di tempat yg sempit,menjiplak,terjemahan kata/kata"
"crew"	"anak buah kapal/pesawat"
"crest"	"jambul,jengger,jengger penghias topi baja,lambang-"
"crest"	"pd perisai/kertas,puncak bukit/tebing/gelombang"
"crestfallen"	"putus asa,kecewa,murung"
"crepe"	"nama utk barang yg berkerut"
"credit"	"kepercayaan,keyakinan,reputasi,kehormatan,pujian,"
"credit"	"membanggakan"
"credit"	"letter of ~:surat dr bank pd bank lain utk memba-"
"credit"	"letter of ~:yar"
"credit"	"jml tabungan,hutang2"
"cream"	"(bahan spt) kepala susu,bag yg terbaik,yg terkemu-"
"cream"	"ka/terpandang,putih kekuningan"
"creamery"	"tempat penjualan susu,keju dll"
"crash"	"jatuh,roboh,hancur"
"crane"	"burung berkaki panjang,mesin derek,mengulurkan,"
"crane"	"menjulurkan,memanjangkan"
"cram"	"menjejalkan,memadatkan,menghafalkan"
"crammer"	"org yg suka belajar wayangan,guru yg memberi les-"
"crammer"	"tambahan pd murid sblm ujian"
"cramp"	"kejang,menaruh di tempat yg sempit,mencegah gerak-"
"cramp"	"an/pertumbuhan"
"cramped"	"sempit,tulisan yg kecil2 shg sulit dibaca"
"craft"	"ketrampilan,kerajinan tangan,kelicikan,tipu daya,"
"craft"	"kapal,perahu"
"craftsman"	"tukang yg mahir"
"crafty"	"licik,penuh tipu daya"
"crack"	"rekah,retak,pecah,suara nyaring,dentuman,pukulan-"
"crack"	"keras,parau,suara laki2 dewasa,sangat pandai,no.1"
"crack up"	"kehilangan tenaga,mjd lemah,menyanjung2,memuji2"
"crack a joke"	"melucu"
"cracker"	"kue kering tipis keras,mercon,alat memecah buah -"
"cracker"	"keras (kenari)"
"nutcracker"	"alat memecah buah keras (kenari)"
"crackle"	"kertak,dentum,spt bunyi cambuk"
"course"	"jln,perjlnan,peredaran,arah,tuj,haluan,aliran,"
"course"	"in ~ of:sdng dlm"
"course"	"in the ~ of:wkt,selama"
"course"	"in due ~:pd wktnya,menurut gilirannya"
"course"	"a matter of ~:sdh sehrsnya/semestinya,spt yg diha-"
"course"	"a matter of ~:rapkan"
"course"	"gelanggang,rangkaian,mcm hidangan makan,kursus,"
"course"	"kuliah,pelajaran,lapangan"
"court"	"mahkamah,pengadilan,raja+pejabat istana,jamuan"
"court"	"neg yg diadakan oleh raja,lapangan,hlm yg dikeli-"
"court"	"lingi tembok/rumah2,bujukan,rayuan,perhatian khuss"
"court"	"pay ~:merayu"
"court"	"mengambil tindakan yg mungkin menyebabkan..."
"courteous"	"opan,hormat,berbudi"
"courtesy"	"sopan santun,budi bhs"
"courtier"	"org istana"
"courtly"	"sopan & berwibawa"
"courtmartial"	"pengadilan militer"
"court-martial"	"pengadilan militer"
"courtship"	"(masa) berkasih2an/pacaran"
"courtyard"	"hlm yg dikelilingi rumah/tembok,rumah yg dikeli-"
"courtyard"	"lingi hlm"
"couple"	"calon suami istri,menyatukan 2 barang/benda,meng-"
"couple"	"hub (2 benda) dlm pikiran"
"couplet"	"2 baris syair yg pnjgnya sama & bersajak"
"coupling"	"gandengan,sambungan"
"county"	"daerah,propinsi,pemerintahan daerah terbsr di Ing-"
"county town"	"ibukota daerah/propinsi"
"county"	"gris"
"countersign"	"kata rahasia sbg pengenal diri/anggota,menandata-"
"countersign"	"ngani surat yg sdh bertanda tangan utk pengesahan"
"couch"	"tempat tidur,dipan,kursi pnjng,melahirkan(pikiran)"
"couch"	"mengendap2,membungkuk"
"counter"	"meja bufet/tempat jualan,meja utk melayani di bank"
"counter"	"logam kecil penghitung di permainan,bertentangan,"
"counter"	"melawan,membantah"
"counteract"	"menghalangi,menggagalkan,menawarkan(bisa)"
"counterbalance"	"persamaan berat,mengimbangi"
"counterfeit"	"palsu,tiruan"
"country"	"desa,luar kota,rakyat,neg"
"countrifield"	"menurut kebiasaan org desa"
"countryman"	"org desa"
"country"	"fellow ~man:saudara setanah air"
"countryside"	"daerah pertanian/luar kota"
"countenance"	"wajah,muka,sokongan,persetujuan"
"countenance"	"out of ~:merasa bingung/bersalah"
"count"	"gelar bangsawan Eropa kec Inggris"
"countess"	"istri/janda bangsawan Eropa,bangsawan Eropa wanita"
"council"	"badan,majelis,dewan,sekelompok org yg dipilih utk-"
"council"	"mengurus persoalan,memberi nasehat,membuat UU"
"councillor"	"anggota majelis"
"corrugated"	"berbentuk spt gelombang"
"corset"	"smcm celana dlm yg ketat"
"costume"	"setelan jas wanita"
"convoy"	"mengawal,melindungi,mengiringi"
"contravene"	"menentang,melanggar,menyanggah,tdk cocok/sesuai"
"contravention"	"pelanggaran"
"counsel"	"nasehat,pendpt,saran2,pengacara"
"counsellor"	"penasehat"
"count on"	"menggantungkan,mengharapkan"
"count upon"	"menggantungkan,mengharapkan"
"count"	"menganggap,memandang sbg,perhatian,acuh,1 dr bbrp-"
"count"	"tuduhan yg dikenakan"
"counting-house"	"gedung/kamar utk pembukuan (di bank)"
"cost"	"biaya sidang"
"costly"	"mahal sekali,sangat berharga"
"cost"	"at all ~s:meski sangat mahal/sulit,tdk boleh tdk"
"cosmopolitan"	"berasal/bersifat spt dr bbg bag dunia,tdk berpra-"
"cosmopolitan"	"sangka krn pergaulan luas dgn bbg bgs"
"corrupt"	"jahat,rusak,tdk jujur,kotor,tdk murni"
"corroborate"	"membenarkan,menyokong"
"correspond"	"sesuai/cocok,sama,menyerupai,mirip,surat2an"
"correspondent"	"penulis surat,org yg mengirim/dikirimi surat"
"corps"	"bag dr ketentaraan dgn tugas ttt,angkatan tentara-"
"corps"	"yg tdr dr 2/lebih bag"
"corporation"	"kelompok org yg dipilih utk memegang pem! kota,"
"corporation"	"staf pem! kota,bdn hukum,kelompok yg boleh bertin-"
"corporation"	"dak atas nama 1 org dlm urusan dagang"
"corporate"	"bersama"
"convulse"	"menggetarkan,menggoncangkan,mengejangkan"
"convulsive"	"bergetar,bergoncang,kejang,kena sawan"
"convoke"	"mengadakan rapat (Gereja/universitas)"
"convivial"	"gembira,gemar minum2/pesta2"
"convict"	"menyatakan bersalah,narapidana"
"conviction"	"hukuman,pernyataan bhw seseorg bersalah,keyakinan,"
"conviction"	"kepercayaan"
"convey"	"membawa,mengiringkan,mengemukakan pendapat,"
"convey"	"mengatakan,menyampaikan,menyerahkan hak,menyatakan"
"conveyance"	"pengiriman,pernyataan,penyerahan,kendaraan,surat-"
"conveyance"	"penyerahan hak"
"conveyer"	"pembawa"
"convert"	"menggantikan,mengubah,menukarkan,mempengaruhi ma-"
"convert"	"suk agama lain"
"conversion"	"penggantian"
"convertible"	"dpt ditukarkan"
"conversational"	"suka bicara,dipakai dlm percakapan"
"conversant"	"berpengetahuan,mahir"
"converge"	"bertemu pd 1 tempat/titik,(cenderung) memusat"
"convention"	"konperensi,persetujuan antar neg,adat,kebiasaan,"
"convention"	"tata cara"
"conventional"	"menurut adat/kebiasaan,tradisional"
"controversy"	"pertikaian,perselisihan,perdebatan (akhlak/politik"
"controversial"	"suka berdebat,dpt menimbulkan perdebatan"
"convenient"	"mudah,sesuai,tdk menyusahkan"
"convenience"	"kemudahan,peralatan yg bermanfaat,sesuai,menye-"
"convenience"	"nangkan"
"convenience"	"public ~:kamar kecil umum"
"convenience"	"at your ~:kalau kamu ada wkt,semau anda"
"convenience"	"make a ~ of:menyalahgunakan bantuan sesorg"
"contrive"	"mereka,merancang,merencanakan,memikirkan,berusaha,"
"contrive"	"mencari akal"
"contrivance"	"akal,ikhtiar,rancangan,penemuan"
"contribute"	"menyumbangkan,memberikan,membantu,menulis utk ko-"
"contribute"	"ran"
"control"	"kekuasaan,pengendalian,pembinaan,pengawasan"
"contrast"	"membandingkan,mptentangkan,berbeda,berlawanan"
"contrary"	"berlawanan,keras kepala"
"contrarily"	"sebaliknya"
"contrariness"	"ketegaran,perlawanan"
"contralto"	"suara wanita terendah"
"contradict"	"menyangkal,menyanggah,bertentangan"
"contradictory"	"berlawanan,bertentangan"
"contract"	"meringkas,menyingkat,mengecilkan,mengerutkan,per-"
"contract"	"janjian,persetujuan,menanggung,mendpt,kena,mengi-"
"contract"	"kat"
"contractor"	"pemborong"
"contour"	"grs bentuk,grs pemisah bag yg dibedakan warnanya"
"contour line"	"(peta) grs yg menghub tempat yg sama tingginya"
"contour map"	"peta yg bergrs2pd jarak ttt"
"contort"	"menyeringai,meliukkan,memutarbalikkan"
"contortion"	"seringai,liukan,pemutarbalikan"
"contortionist"	"org yg pandai meliukkan badannya"
"continual"	"terus-menerus,senantiasa"
"continuance"	"kelanjutan,penerusan,kelangsungan"
"continuation"	"lanjutan,sambungan"
"continuity"	"kelanjutan,susunan bag2 cerita film,kead terus-me-"
"continuity"	"nerus,ulasan yg menhub bbg bag"
"continuous"	"terus-menerus tanpa henti"
"contingent"	"tdk pasti,mungkin,kebetulan,tergantung pd,bag dr-"
"contingent"	"pasukan/kapal yg dikirimkan"
"contingency"	"kejadian/peristiwa yg mungkin tjd"
"continent"	"dpt mengekang perasaan/nafsu"
"continence"	"penahanan perasaan/nafsu"
"contiguous"	"berdampingan,berdekatan,bersentuhan"
"contiguity"	"perdampingan,persentuhan"
"content"	"puas,isi,muatan"
"content to"	"bersedia/siap utk"
"contented"	"menunjukkan perasaan puas"
"contentment"	"kepuasan"
"contend"	"berjuang,bersaing,berebut,berbantah,bertengkar,"
"contend"	"beralasan,berpendpt"
"contention"	"alasan,pendpt,pertengkaran"
"contentious"	"suka berbantah/berselisih,mungkin menimbulkan per-"
"contentious"	"selisihan"
"contempt"	"kehinaan,kenistaan,perasaan muak/menghina/meman-"
"contempt"	"dang rendah,melanggar"
"contemptible"	"hina,nista,memuakkan,sewajarnya dihina"
"contemptious"	"sombong,sifat merendahkan"
"contemporary"	"sezaman,semasa,zaman skr,seangkatan,sebaya"
"contemporaneous"	"berada/tjd pd wkt yg bersamaan"
"contaminate"	"mengotorkan,mencemarkan,menjangkitkan"
"contain"	"memuat,berisi,mengandung,mengekang,menahan,mengua-"
"contain"	"sai,membatasi"
"container"	"tempat mengisikan sesuatu"
"contagion"	"penularan penyakit krn sentuhan,penjangkitan,pe-"
"contagion"	"nyebaran fitnah/desas-desus"
"contagious"	"menular,mudah berjangkit"
"consumption"	"pemakaian,penyakit TBC/paru2"
"consumptive"	"menderita penyakit paru2"
"consummate"	"lengkap,sempurna"
"consume"	"makan/minum,memakai,menghabiskan,memusnahkan"
"consume"	"be ~d with:penuh dgn"
"consume away"	"kurus kering,merana"
"consumer"	"konsumen"
"consumer goods"	"barang keperluan spt makanan & pakaian"
"consul"	"salah seorg dr 2 penguasa sblm Romawi mjd kekai-"
"consul"	"saran"
"consular"	"berkenaan dgn tugas konsul"
"consulate"	"kedud/kantor seorg konsul"
"construe"	"menerangkan artinya,menafsirkan,menguraikan,meng-"
"construe"	"menggabungkan (kata dgn kata)"
"constrict"	"mengencangkan,menegangkan,menyempitkan"
"constrain"	"memaksa,mengharuskan"
"constrained"	"dipaksa2,dibuat2,tdk wajar,gelisah"
"constraint"	"hal dipaksa2/dibuat2,ketegangan"
"constructor"	"pembangun,pembina"
"construction"	"bangunan,arti,pengartian"
"constitute"	"menguasakan,mengangkat,mendirikan,memberikan hak,"
"constitute"	"menegakkan,menyamakan dgn,membenarkan"
"constitution"	"UUD,sistem pemerintahan,kead/pembawaan tubuh,ben-"
"constitution"	"tuk/susunan,sifat,sikap"
"constitutional"	"berkenaan dgn UUD"
"constitutionalism"	"aliran yg condong pd pemerintahan berUUD"
"consort"	"suami/istri dr raja/ratu"
"prince consort"	"suami dr ratu yg bertahta"
"consort with"	"banyak bergaul dgn,sesuai/cocok dgn"
"consolidate"	"mpkuat,mpkokoh,menggabungkan,bersatu"
"consols"	"surat2 hutang pem! Inggris yg di1kan thn 1751"
"consist of"	"tdr dr"
"consist in"	"punya unsur utama"
"censistence"	"ketetapan,kekentalan,kepekatan"
"consistent"	"tetap,tdk berubah2,selaras/sesuai/tdk berttgan dgn"
"conservatism"	"kekolotan,paham kolot"
"conservative"	"kolot,berhati2,sederhana"
"consequence"	"akibat,hal penting,kepentingan"
"consequent"	"berakibat,sbg akibatnya"
"consequential"	"berakibat,merasa dirinya penting"
"consider"	"mptimbngkan,memikirkan,mphitungkan,menganggap,me-"
"consider"	"mandang,berpendpt"
"considerable"	"patut dipertimbangkan,bsr,bnyk,luas"
"considerably"	"bsr,bnyk,luas"
"considerate"	"berhati2,peka,memikirkan org lain"
"consideration"	"hal mengingat,pemikiran,perhitungan,pertimbangan,"
"consideration"	"ganjaran,hadiah,pembayaran"
"considering"	"mengingat bhw,dgn mptimbangkan"
"conscious"	"jaga,insaf,sadar"
"self-conscious"	"sadar akan dirinya sendiri"
"consciousness"	"kesadaran,keinsafan,pemikiran2/perasaan2 yg dimi-"
"consciousness"	"liki seseorg"
"conscience"	"batin,suara hati"
"conscientious"	"punya perasaan tgjwb,bersungguh2"
"conjunction"	"kata penghubung,hub,rangkaian peristiwa"
"conjunctive"	"bersifat menghub,yg menghub"
"conjure"	"menyulap"
"conjure up"	"membayangkan,mengangan2kan"
"conjurer"	"ahli sulap/sihir"
"conjuror"	"ahli sulap/sihir"
"connexion"	"=connection"
"connection"	"pergantian KA/pesawat/kapal/bis,langganan tetap,"
"connection"	"perkumpulan keagamaan,hub keluarga"
"connective"	"yg menghub"
"confide"	"membuka rahasia/isi hati,mempercayakan/i"
"confidante"	"tempat mencurahkan isi hati"
"confidence"	"kepercayaan"
"confidence"	"in ~:antara kita berdua,sbg rahasia,kepercayaan pd"
"confidence"	"keyakinan"
"confident"	"merasa yakin/pasti"
"confidential"	"scr rahasia,diberi kepercayaan"
"confess"	"mengaku"
"confessedly"	"sbg yg diakui"
"confession"	"pengakuan,yg diakui"
"confessional"	"tempat pengakuan dosa di gereja"
"confessor"	"pastur yg mendengarkan pengakuan dosa"
"conduct"	"kelakuan,tabiat,tingkah laku,cara mengurus prshn,"
"conduct"	"mengantar,memimpin,mengiringkan,memindahkan,menga-"
"conduct"	"lirkan"
"conduction"	"pengaliran listrik/panas"
"conductivity"	"daya penerus"
"conditional"	"bergantung pd,bersyarat"
"conclude"	"mengakhiri,berakhir,mengadakan,menyelenggarakan,"
"conclude"	"memutuskan,menyimpulkan"
"conclusive"	"meyakinkan,pasti,tdk diragukan lagi"
"compromise"	"penyelesaian perselisihan dgn jln damai,menimbul-"
"compromise"	"kan perasaan curiga,memalukan diri sendiri"
"comprehend"	"memahami,sungguh2 mengerti,memasukkan,meliputi,"
"comprehend"	"mengandung"
"comprehensible"	"dpt dipahami/dimengerti"
"comprehension"	"(daya) paham"
"comprehensive"	"lengkap,luas,menyeluruh,meliputi bnyk"
"compound"	"daerah bertembok dgn gedung2 utk pusat perdagangan"
"compound"	"di Cina/India,majemuk,persenyawaan,tdr dr 2/lebih-"
"compound"	"bag,campuran,ramuan,mengangsur hutang"
"composition"	"penyusunan,karangan,gabungan,campuran"
"compose"	"be ~d of:tdr dr"
"compose"	"mengarang,menggubah,menyusun,menenangkan,menguasai"
"compose"	"perasaan,melerai,menyelesaikan"
"composed"	"tenang"
"composer"	"penggubah lagu"
"compositor"	"penyusun huruf2 cetak"
"compliment"	"pujian,kehormatan,salam"
"complimentary"	"bersifat memuji,gratis"
"complete"	"sungguh2,benar2,sama sekali"
"competent"	"mempunyai kekuasaan,cakap,sanggup"
"competence"	"kesanggupan,kecakapan,pendptan cukup bsr utk hi-"
"competence"	"dup layak"
"compatible"	"cocok,sesuai,setuju,sepadan,sejajar"
"compassion"	"belas kasihan,iba"
"compassionate"	"iba hati,mempunyai belas kasihan"
"companion"	"tangga ke geladak kapal,teman,pasangan"
"companionway"	"tangga ke geladak kapal"
"companion"	"seorg yg digaji utk menemani org tua/sakit"
"companion"	"buku pedoman"
"companionable"	"ramah,suka bergaul"
"companionship"	"persahabatan,persaudaraan"
"comparative"	"bdsrk perbandingan"
"comparatively"	"agak"
"company"	"hal bersama/menyertai/menemani dgn orang lain,pe-"
"company"	"rusahaan,perseroan,sjml org yg bekerja sama,kum-"
"company"	"pulan,pasukan di bawah mayor/kapten"
"commute"	"menukar,mengganti,meringankan hukuman,pp ke luar-"
"commute"	"kota utk bekerja"
"commutation"	"hal pp,penukaran,penggantian,keringanan hukuman"
"commuter"	"org yg pp kerjanya"
"community"	"masy setempat/seagama/sebangsa/sepekerjaan,persa-"
"community"	"maan"
"communicate"	"menjangkitkan,menerima komuni"
"communicative"	"bersedia memberikan keterangan/bicara"
"common"	"sama,umum,biasa,kasar,tdk tahu adat,daerah berum-"
"common law"	"hukum adat"
"common sense"	"pikiran sehat"
"common"	"put utk umum"
"common"	"House of ~:DPR"
"common"	"short ~:kekurangan makanan"
"commoner"	"org kebanyakan"
"commonplace"	"biasa"
"common-room"	"kamar di univ yg disediakan utk siswa/dosen"
"commit"	"melakukan,mpcayakan,mengirimkan,menyerahkan,mene-"
"commit"	"rimakan"
"commit to memory"	"menghafalkan"
"commit to writing"	"menuliskan"
"commit"	"~ oneself:bertgjwb atas,berkwjbn,berjanji"
"commitment"	"kwjbn,tg jwb,sesuatu yg tlh dijanjikan"
"commission"	"pemberian (surat) kuasa utk mewakili sesorg,"
"commission"	"komisi,pelaksanaan,bdn penyelidik/pemeriksa"
"commission"	"kerajaan yg ditugaskan utk memberi lap ttg pem!an-"
"commission"	"daerah"
"commission"	"in ~:siap utk berlayar,memberi kuasa,memesan"
"commissioner"	"anggota komisi,pejabat tinggi pem"
"commiserate"	"turut berduka cita,belas kasihan"
"commerce"	"perdagangan,perniagaan"
"commercial"	"berkenaan dgn perdagangan"
"commercialize"	"mpdagangkan"
"commentary"	"tafsir,ulasan,kritik,pandangan"
"commandeer"	"mengambil utk keperluan militer tanpa izin pemi-"
"commandeer"	"lik (barang rakyat)"
"comity"	"tata cara,sopan santun"
"comic"	"jenaka,lucu,komedi"
"comfort"	"hiburan,nyaman,nikmat,kepuasan"
"comfortable"	"enak,menyenangkan,nikmat"
"comforter"	"penghibur,selendang leher dr wol"
"comfy"	"enak,nyaman,sedap"
"comfortless"	"tdk senang,sedih"
"combatant"	"perang,pertempuran,pejuang"
"come"	"berjml"
"come by"	"mendpt,memperoleh"
"come to"	"~ senses:sadar diri,menyadari"
"come into"	"mewarisi"
"come out"	"terbit,diketahui,dpt hilang"
"come of age"	"mencapai usia 21,dewasa"
"come about"	"tjd"
"come upon"	"=come across"
"come across"	"menemukan scr kebetulan"
"come of"	"hasil"
"come off"	"berhasil,tjd"
